"record_id","stem_id","installation","plot_id","date","cluster","tag","species","dbh","health","canopy","distance","azimuth","height","char","notes","scientific_name","functional_group","Genus","Species","Status","functional_group__1"
2311,2224,"jackson","k1",20180711,2081,"3398","PIPA",16.8,1,"c",4.4,269,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2312,2225,"jackson","k1",20180711,2082,"3384","PIPA",13.3,1,"c",3.3,285,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2313,2226,"jackson","k1",20180711,2083,"3385","PIPA",13.4,1,"c",5.3,290,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2314,2227,"jackson","k1",20180711,2084,"3383","PIPA",10.1,1,"i",11,286,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2315,2228,"jackson","k1",20180711,2085,"3396","QULA",5.2,1,"u",9.3,293,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2316,2229,"jackson","k1",20180711,2085,"3082","PIPA",5.6,1,"u",9.3,293,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2317,2230,"jackson","k1",20180711,2085,"3013","PIPA",4.1,1,"u",9.3,293,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2318,2231,"jackson","k1",20180711,2086,"3381","PIPA",7.1,1,"c",10.5,295,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2319,2232,"jackson","k1",20180711,2087,"3382","PIPA",12,1,"u",11.3,295,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2320,2233,"jackson","k1",20180711,2088,"3397","PIPA",15.4,1,"c",7.9,304,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2321,2234,"jackson","k1",20180711,2089,"3380","PIPA",4.4,1,"u",5.1,305,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2322,2235,"jackson","k1",20180711,2090,NA,"PIPA",11.7,1,"i",12.3,312,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2323,2236,"jackson","k1",20180711,2091,NA,"QUERC",3.3,1,"u",11.4,318,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2324,2237,"jackson","k1",20180711,2092,NA,"QUERC",3.7,1,"u",11.2,320,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2325,2238,"jackson","k1",20180711,2093,NA,"PIPA",13.8,1,"d",11.9,321,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2326,2239,"jackson","k1",20180711,2094,"3400","QULA",4.3,2,"u",2.8,315,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2327,2240,"jackson","k1",20180711,2095,"3376","PIPA",11.6,1,"c",3.5,319,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2328,2241,"jackson","k1",20180711,2096,"3370","QULA",6.1,1,"u",3.2,340,4.5,0.61,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2329,2242,"jackson","k1",20180711,2097,"3395","QULA",3.8,1,"u",8.2,325,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2330,2243,"jackson","k1",20180711,2098,NA,"PIPA",7.6,1,"i",10.4,336,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2331,2244,"jackson","k1",20180711,2099,"3369","QULA",3.2,1,"u",5.2,346,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2332,2245,"jackson","k1",20180711,2100,"3368","PIPA",4.2,1,"u",5.5,346,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2333,2246,"jackson","k1",20180711,2101,"3363","QULA",7.5,1,"u",7.6,340,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2334,2247,"jackson","k1",20180711,2102,"3362","PIPA",6,1,"u",8.8,345,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2335,2248,"jackson","k1",20180711,2103,NA,"QULA",5.4,1,"u",11.3,344,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2336,2249,"jackson","k1",20180711,2104,NA,"PIPA",3.6,0,"u",12.2,353,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2337,2250,"jackson","k1",20180711,2105,"3371","QULA",4.8,0,"u",4.8,3,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2338,2251,"jackson","k1",20180711,2106,"3372","QUERC",4.9,2,"u",4.9,9,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2339,2252,"jackson","k1",20180711,2107,"3360","QUERC",29.2,1,"d",6.1,10,15,2.6,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2340,2253,"jackson","k1",20180711,2108,"3359","QUERC",6.1,1,"u",6.8,10,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2341,2254,"jackson","k1",20180711,2109,"3378","QUERC",5.3,3,"i",7.4,174,5.1,0.13,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2342,2255,"jackson","k1",20180711,2110,"3379","PIPA",5.6,1,"i",9.5,172,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2343,2256,"jackson","k1",20180711,2111,"3377","PIPA",6.5,1,"i",11.3,168,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2344,2257,"jackson","k1",20180711,2112,"3230","PIPA",8.5,1,"i",11.8,154,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2345,2258,"jackson","k1",20180711,2113,"3229","QUERC",6.6,1,"u",8.7,153,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2346,2259,"jackson","k1",20180711,2114,"3320","PIPA",15.1,1,"c",3.6,143,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2347,2260,"jackson","k1",20180711,2115,"3233","PIPA",12.9,1,"c",11,144,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2348,2261,"jackson","k1",20180711,2116,"3319","PIPA",13.1,1,"c",6.1,120,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2349,2262,"jackson","k1",20180711,2117,"3311","PIPA",8.6,1,"c",10.2,124,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2350,2263,"jackson","k1",20180711,2118,"3312","PIPA",6.7,1,"i",9.7,122,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2351,2264,"jackson","k1",20180711,2119,"3321","QUERC",6,3,"u",2.5,103,12,1.26,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2352,2265,"jackson","k1",20180711,2120,"3375","QUERC",4.3,3,"u",1.9,97,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2353,2266,"jackson","k1",20180711,2121,"3326","PIPA",15.8,1,"c",6.2,103,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2354,2267,"jackson","k1",20180711,2122,NA,"PIPA",5.2,1,"u",8.3,103,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2355,2268,"jackson","k1",20180711,2123,"3318","PIPA",18.4,1,"c",9.2,103,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2356,2269,"jackson","k1",20180711,2124,"3315","PIPA",4.4,1,"u",11.2,107,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2357,2270,"jackson","k1",20180711,2125,"3330","PIPA",6.3,1,"i",8.1,96,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2358,2271,"jackson","k1",20180711,2126,NA,"QUERC",6.2,0,"u",8.6,96,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2359,2272,"jackson","k1",20180711,2127,"3331","PIPA",5.8,1,"u",9.6,100,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2360,2273,"jackson","k1",20180711,2128,"3332","QULA",3.7,1,"u",11.2,101,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2361,2274,"jackson","k1",20180711,2129,"3333","PIPA",7.8,1,"i",12.1,96,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2362,2275,"jackson","k1",20180711,2130,"3334","PIPA",9.6,1,"i",11.3,93,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2363,2276,"jackson","k1",20180711,2131,"3327","PIPA",16.7,1,"c",6.7,89,12.1,1.36,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2364,2277,"jackson","k1",20180711,2132,"3325","QUERC",4.6,1,"i",5.4,89,5,0.45,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2365,2278,"jackson","k1",20180711,2133,"3324","QUERC",3.3,3,"u",5.2,84,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2366,2279,"jackson","k1",20180711,2134,"3322","QUERC",4.4,2,"u",5.5,89,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2367,2280,"jackson","k1",20180711,2135,"3323","QUERC",5.1,1,"i",5.5,84,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2368,2281,"jackson","k1",20180711,2136,"3335","PIPA",16.6,1,"d",12.4,73,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2369,2282,"jackson","k1",20180711,2137,"3336","PIPA",9,1,"i",11.4,70,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2370,2283,"jackson","k1",20180711,2138,"3344","PIPA",16.5,1,"d",7.6,49,9.7,1.27,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2371,2284,"jackson","k1",20180711,2139,"3345","QUERC",4,2,"u",8.2,43,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2372,2285,"jackson","k1",20180711,2140,"3309","PIPA",11.7,1,"c",5.4,48,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2373,2286,"jackson","k1",20180711,2141,"3374","QUERC",3.4,3,"u",2.5,48,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2374,2287,"jackson","k1",20180711,2142,"3346","PIPA",5,1,"u",10.2,36,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2375,2288,"jackson","k1",20180711,2143,"3347","PIPA",10.4,1,"c",11.6,25,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2376,2289,"jackson","k1",20180711,2144,"3348","PIPA",6.5,0,"u",11.6,24,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2377,2290,"jackson","k1",20180711,2145,"3353","PIPA",8.3,1,"i",10.2,22,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2378,2291,"jackson","k1",20180711,2146,"3352","QUERC",10.4,2,"u",11,21,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2379,2292,"jackson","k1",20180711,2147,"3354","QUERC",4.7,3,"u",9.5,21,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2380,2293,"jackson","k1",20180711,2148,"3355","QUERC",3.6,0,"u",7.3,16,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2381,2294,"jackson","k1",20180711,2149,"3373","PIPA",10.3,1,"c",3.4,21,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2382,2295,"jackson","k1",20180711,2150,"3357","QUERC",5,4,"u",7.2,15,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2383,2296,"jackson","k1",20180711,2151,"3356","QUERC",3.9,4,"u",7.8,14,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2384,2297,"jackson","k1",20180711,2152,"3349","PIPA",6.3,1,"u",9.4,15,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2385,2298,"jackson","k1",20180711,2153,"3350","PIPA",3.5,2,"u",9.9,16,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2386,2299,"jackson","k1",20180711,2154,"3351","PIPA",6.1,1,"u",10.3,15,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2387,2300,"jackson","k1",20180711,2155,"3358","QUERC",5.3,1,"u",11,10,NA,NA,NA,"Quercus spp.","tree/shrub","Quercus","spp.","native/introduced","tree/shrub"
2388,2301,"jackson","m1",20180713,2156,"3226","PIPA",6.1,1,"u",5.6,170,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2389,2302,"jackson","m1",20180713,2157,"3234","PIPA",4,1,"u",6.4,168,3.6,0.57,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2390,2303,"jackson","m1",20180713,2158,"3217","QULA",3,1,"u",5.3,164,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2391,2304,"jackson","m1",20180713,2159,"3227","QULA",12,1,"i",4.2,164,5.7,0.42,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2392,2305,"jackson","m1",20180713,2160,"3492","PIPA",4.5,1,"i",1.9,130,4.8,0.35,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2393,2306,"jackson","m1",20180713,2161,"3893","PIPA",7.3,1,"i",10.5,146,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2394,2307,"jackson","m1",20180713,2162,"3900","PIPA",5.1,1,"u",9.9,120,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2395,2308,"jackson","m1",20180713,2163,"3454","PIPA",4,1,"u",11.9,122,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2396,2309,"jackson","m1",20180713,2164,"3235","QULA",3.1,NA,"u",6.4,101,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2397,2310,"jackson","m1",20180713,2165,"3888","QULA",3.8,NA,"u",6.9,101,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2398,2311,"jackson","m1",20180713,2166,"3224","PIPA",28.5,1,"d",11.1,108,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2399,2312,"jackson","m1",20180713,2167,"3899","PIPA",8.5,1,"i",12.6,102,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2400,2313,"jackson","m1",20180713,2168,"3499","PIPA",29.6,1,"d",3.8,97,20.1,0.71,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2401,2314,"jackson","m1",20180713,2169,"3495","PIPA",5,1,"i",6.3,59,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2402,2315,"jackson","m1",20180713,2170,"3895","PIPA",5.3,1,"i",4.2,194,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2403,2316,"jackson","m1",20180713,2171,"3225","PIPA",5.6,1,"u",7.1,192,4,0.85,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2404,2317,"jackson","m1",20180713,2172,"3891","PIPA",46,1,"d",11.1,181,26.7,1.3,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2405,2318,"jackson","m1",20180713,2173,"3897","PIPA",4.1,1,"u",8.8,203,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2406,2319,"jackson","m1",20180713,2174,"3429","PIPA",5.7,1,"i",10,205,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2407,2320,"jackson","m1",20180713,2175,"3898","PIPA",5.4,1,"i",7.4,215,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2408,2321,"jackson","m1",20180713,2176,"3428","QUMA",3.9,1,"u",12.1,203,3.6,0,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2409,2322,"jackson","m1",20180713,2177,"3896","PIPA",4.8,1,"i",8,219,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2410,2323,"jackson","m1",20180713,2178,"3427","PIPA",3.6,1,"i",11.9,222,3,0.58,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2411,2324,"jackson","m1",20180713,2179,"3493","PIPA",4.2,1,"i",2.4,253,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2412,2325,"jackson","m1",20180713,2180,"3500","PIPA",3.6,1,"u",4.2,238,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2413,2326,"jackson","m1",20180713,2181,"3426","PIPA",5.6,1,"i",7.3,243,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2414,2327,"jackson","m1",20180713,2182,"3449","PIPA",3.8,1,"i",11.9,219,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2415,2328,"jackson","m1",20180713,2183,"3436","PIPA",4.4,1,"i",11.9,224,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2416,2329,"jackson","m1",20180713,2184,"3448","PIPA",4.5,1,"u",11.7,233,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2417,2330,"jackson","m1",20180713,2185,"3430","PIPA",3,1,"i",12.4,233,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2418,2331,"jackson","m1",20180713,2186,"3432","PIPA",4.7,1,"i",11.7,236,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2419,2332,"jackson","m1",20180713,2187,"3434","QULA",3.2,1,"u",12.6,241,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2420,2333,"jackson","m1",20180713,2188,"3433","PIPA",3.9,1,"u",10.3,241,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2421,2334,"jackson","m1",20180713,2189,"3453","PIPA",3.5,1,"u",3.6,264,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2422,2335,"jackson","m1",20180713,2190,"3435","PIPA",50.5,1,"d",10.3,265,23.7,0.41,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2423,2336,"jackson","m1",20180713,2191,"3437","PIPA",8.9,1,"u",11.1,272,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2424,2337,"jackson","m1",20180713,2192,"3438","PIPA",16.1,1,"u",11.9,275,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2425,2338,"jackson","m1",20180713,2193,NA,"QULA",4.7,1,"i",6.6,274,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2426,2339,"jackson","m1",20180713,2194,"3439","PIPA",4.9,1,"i",10.6,287,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2427,2340,"jackson","m1",20180713,2195,"3441","PIPA",3,1,"u",9.5,297,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2428,2341,"jackson","m1",20180713,2196,"3440","QULA",4.3,1,"i",6.3,304,4.2,0,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2429,2342,"jackson","m1",20180713,2197,"3456","PIPA",3.5,1,"u",11,302,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2430,2343,"jackson","m1",20180713,2198,"3459","PIPA",5.2,1,"i",8.3,312,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2431,2344,"jackson","m1",20180713,2199,"3451","PIPA",5.1,1,"i",9.5,45,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2432,2345,"jackson","m1",20180713,2200,NA,"PIPA",5.9,1,"i",11.7,47,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2433,2346,"jackson","m1",20180713,2201,"3458","PIPA",3.6,1,"u",8.3,29,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2434,2347,"jackson","m1",20180713,2202,"3494","PIPA",29.2,1,"s",3.7,26,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2435,2348,"jackson","m1",20180713,2203,"3450","PIPA",3.4,1,"u",10.4,5,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2436,2349,"jackson","m1",20180713,2204,"3452","PIPA",4.2,1,"u",11.2,356,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2437,2350,"jackson","m1",20180713,2205,"3491","PIPA",4.6,1,"i",5.9,25,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2438,2351,"jackson","m1",20180713,2206,"3455","PIPA",3.1,1,"u",11.1,24,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2439,2352,"jackson","m1",20180713,2207,NA,"PIPA",3.2,1,"u",11.3,21,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2440,2353,"jackson","m1",20180713,2208,NA,"PIPA",3.3,1,"u",11.3,26,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2441,2354,"jackson","m1",20180713,2209,NA,"QULA",13.5,1,"i",12.4,24,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2442,2355,"jackson","m1",20180713,2210,NA,"PIPA",3,1,"u",10.4,344,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2443,2356,"jackson","m1",20180713,2211,"3497","PIPA",3.9,1,"u",7.9,344,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2444,2357,"jackson","m1",20180713,2212,"3498","PIPA",7,2,"u",5.9,322,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2445,2358,"jackson","m1",20180713,2213,"3496","PIPA",35.2,1,"d",6,327,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2446,2359,"jackson","m1",20180713,2214,"3460","PIPA",3.2,1,"u",9.4,326,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2447,2360,"jackson","m1",20180713,2215,"3442","QULA",3.3,1,"u",9.2,327,NA,NA,NA,"Quercus laevis","tree","Quercus","laevis","native","tree"
2448,2361,"jackson","m1",20180713,2216,"3457","PIPA",5,1,"u",11.7,321,NA,NA,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2449,2362,"jackson","l1",20180713,2217,"3417","PIPA",29.5,1,"d",3.3,165,25.4,0.63,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2450,2363,"jackson","l1",20180713,2218,"3418","PIPA",41.7,1,"d",12.6,153,30.7,1.7,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2451,2364,"jackson","l1",20180713,2219,"3419","PIPA",33.1,1,"d",6.5,251,25,0.98,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2452,2365,"jackson","l1",20180713,2220,"3420","PIPA",42.5,1,"d",12.1,287,27.6,0.41,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2453,2366,"jackson","l1",20180713,2221,"3421","PIPA",37,1,"d",11.5,353,25.4,3.1,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2454,2367,"jackson","l1",20180713,2222,"3422","PIPA",44.2,1,"d",6.4,29,25.1,1.8,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2455,2368,"jackson","l1",20180713,2223,"3423","PIPA",6.2,1,"u",4.5,33,8.2,0.53,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2456,2369,"jackson","l1",20180713,2224,NA,"CARYA",3.3,1,"u",4.4,59,4.5,NA,"hickory","Carya spp.","tree","Carya","spp.","native","tree"
2457,2370,"jackson","l1",20180713,2225,"3425","CARYA",13.8,0,"u",4.5,63,7.4,NA,"hickory","Carya spp.","tree","Carya","spp.","native","tree"
2458,2371,"jackson","l1",20180713,2226,"3424","CARYA",5.5,1,"u",4.3,64,7.7,NA,"hickory","Carya spp.","tree","Carya","spp.","native","tree"
2459,2372,"jackson","l1",20180713,2227,"3219","PIPA",5.7,1,"u",6.2,100,6.6,0.21,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2460,2373,"jackson","l1",20180713,2228,"3228","QUMA",3.1,1,"u",6.7,98,2.4,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2461,2374,"jackson","l1",20180713,2229,"3218","PIPA",23.1,1,"d",4.7,113,22.8,0.18,NA,"Pinus palustris","tree","Pinus","palustris","native","tree"
2462,2375,"benning","a1",20180724,2230,"3240","QUMA",4.1,1,"i",5.5,6,4.3,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2463,2376,"benning","a1",20180724,2231,"3241","QUMA",4.7,1,"i",7,357,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2464,2377,"benning","a1",20180724,2232,"3242","QUHE",4.2,1,"i",9.6,340,NA,NA,NA,"Quercus hemisphaerica","tree","Quercus","hemisphaerica","native","tree"
2465,2378,"benning","a1",20180724,2233,"3243","QUMA",4.7,1,"c",5.5,339,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2466,2379,"benning","a1",20180724,2233,"3244","QUMA",4,1,"c",5.5,339,4.6,0.2,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2467,2380,"benning","a1",20180724,2234,"3245","LIST",4.7,0,"i",7.3,333,NA,NA,"now fallen","Liquidambar styraciflua","tree","Liquidambar","styraciflua","native","tree"
2468,2381,"benning","a1",20180724,2235,"3246","CARYA",5.7,1,"c",8.4,331,5.7,0.17,NA,"Carya spp.","tree","Carya","spp.","native","tree"
2469,2382,"benning","a1",20180724,2236,"3247","PITA",7,1,"c",10.4,329,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
2470,2383,"benning","a1",20180724,2237,"3248","PITA",3.8,1,"u",12.3,325,NA,NA,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
2471,2384,"benning","a1",20180724,2238,"3249","QUMA",8.2,1,"c",10.2,322,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2472,2385,"benning","a1",20180724,2239,"3250","QUMA",18.5,1,"d",12.5,314,14.1,0.54,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2473,2386,"benning","a1",20180724,2240,"3251","PITA",3.5,1,"u",11.4,312,4.7,0.13,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
2474,2387,"benning","a1",20180724,2241,"3252","PITA",6.5,1,"u",11.1,311,4.3,0.31,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
2475,2388,"benning","a1",20180724,2242,"3253","QUMA",3.8,1,"i",7.5,316,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2476,2389,"benning","a1",20180724,2243,"3254","PITA",10,1,"i",8.8,309,8.8,0.21,NA,"Pinus taeda","tree","Pinus","taeda","native","tree"
2477,2390,"benning","a1",20180724,2244,"3255","QUMA",5,1,"i",6.2,308,NA,NA,NA,"Quercus marilandica","tree","Quercus","marilandica","native","tree"
2478,2391,"benning","a1",20180724,2245,"3256","QUAL",3.5,1,"i",3.8,302,NA,NA,NA,"Quercus alba","tree","Quercus","alba","native","tree"
