LocationID,Tag,Invaded,Date,JulianDay,days,life_stage,sex,alive,dead,survival,logger_id,visit_number
N-9,3163,native,2018-10-09,282,110,adult,female,3,2,0.6,21,12
N-10,3164,native,2018-10-09,282,110,adult,female,3,2,0.6,22,12
N-11,3150,native,2018-10-09,282,110,adult,female,0,5,0,23,12
N-12,3158,native,2018-10-09,282,110,adult,female,5,0,1,24,12
C-1,3161,invaded,2018-10-25,298,126,adult,female,5,0,1,1,13
C-2,3147,invaded,2018-10-25,298,126,adult,female,5,0,1,2,13
C-3,3144,invaded,2018-10-25,298,126,adult,female,5,0,1,3,13
C-4,3156,invaded,2018-10-25,298,126,adult,female,5,0,1,4,13
C-5,3154,invaded,2018-10-25,298,126,adult,female,5,0,1,5,13
C-6,3143,invaded,2018-10-25,298,126,adult,female,5,0,1,6,13
C-7,3146,invaded,2018-10-25,298,126,adult,female,4,1,0.8,7,13
C-8,3151,invaded,2018-10-25,298,126,adult,female,5,0,1,8,13
C-9,3153,invaded,2018-10-25,298,126,adult,female,5,0,1,9,13
C-10,3145,invaded,2018-10-25,298,126,adult,female,5,0,1,10,13
C-11,3152,invaded,2018-10-25,298,126,adult,female,5,0,1,11,13
C-12,3148,invaded,2018-10-25,298,126,adult,female,5,0,1,12,13
N-1,3165,native,2018-10-25,298,126,adult,female,3,2,0.6,13,13
N-2,3159,native,2018-10-25,298,126,adult,female,3,2,0.6,14,13
N-3,3166,native,2018-10-25,298,126,adult,female,5,0,1,15,13
N-4,3149,native,2018-10-25,298,126,adult,female,5,0,1,16,13
N-5,3162,native,2018-10-25,298,126,adult,female,0,6,0,17,13
N-6,3155,native,2018-10-25,298,126,adult,female,0,5,0,18,13
N-7,3157,native,2018-10-25,298,126,adult,female,0,5,0,19,13
N-8,3160,native,2018-10-25,298,126,adult,female,5,0,1,20,13
N-9,3163,native,2018-10-25,298,126,adult,female,3,2,0.6,21,13
N-10,3164,native,2018-10-25,298,126,adult,female,2,3,0.4,22,13
N-11,3150,native,2018-10-25,298,126,adult,female,0,5,0,23,13
N-12,3158,native,2018-10-25,298,126,adult,female,5,0,1,24,13
C-1,3161,invaded,2018-11-14,318,146,adult,female,5,0,1,1,14
C-2,3147,invaded,2018-11-14,318,146,adult,female,5,0,1,2,14
C-3,3144,invaded,2018-11-14,318,146,adult,female,5,0,1,3,14
C-4,3156,invaded,2018-11-14,318,146,adult,female,5,0,1,4,14
C-5,3154,invaded,2018-11-14,318,146,adult,female,5,0,1,5,14
C-6,3143,invaded,2018-11-14,318,146,adult,female,5,0,1,6,14
C-7,3146,invaded,2018-11-14,318,146,adult,female,4,1,0.8,7,14
C-8,3151,invaded,2018-11-14,318,146,adult,female,5,0,1,8,14
C-9,3153,invaded,2018-11-14,318,146,adult,female,5,0,1,9,14
C-10,3145,invaded,2018-11-14,318,146,adult,female,5,0,1,10,14
C-11,3152,invaded,2018-11-14,318,146,adult,female,5,0,1,11,14
C-12,3148,invaded,2018-11-14,318,146,adult,female,5,0,1,12,14
N-1,3165,native,2018-11-14,318,146,adult,female,2,3,0.4,13,14
N-2,3159,native,2018-11-14,318,146,adult,female,1,4,0.2,14,14
N-3,3166,native,2018-11-14,318,146,adult,female,3,2,0.6,15,14
N-4,3149,native,2018-11-14,318,146,adult,female,5,0,1,16,14
N-5,3162,native,2018-11-14,318,146,adult,female,0,6,0,17,14
N-6,3155,native,2018-11-14,318,146,adult,female,0,5,0,18,14
N-7,3157,native,2018-11-14,318,146,adult,female,0,5,0,19,14
N-8,3160,native,2018-11-14,318,146,adult,female,5,0,1,20,14
N-9,3163,native,2018-11-14,318,146,adult,female,2,3,0.4,21,14
N-10,3164,native,2018-11-14,318,146,adult,female,1,4,0.2,22,14
N-11,3150,native,2018-11-14,318,146,adult,female,0,5,0,23,14
N-12,3158,native,2018-11-14,318,146,adult,female,5,0,1,24,14
C-1,3161,invaded,2018-11-27,331,159,adult,female,5,0,1,1,15
C-2,3147,invaded,2018-11-27,331,159,adult,female,5,0,1,2,15
C-3,3144,invaded,2018-11-27,331,159,adult,female,5,0,1,3,15
C-4,3156,invaded,2018-11-27,331,159,adult,female,5,0,1,4,15
C-5,3154,invaded,2018-11-27,331,159,adult,female,5,0,1,5,15
C-6,3143,invaded,2018-11-27,331,159,adult,female,4,1,0.8,6,15
C-7,3146,invaded,2018-11-27,331,159,adult,female,4,1,0.8,7,15
C-8,3151,invaded,2018-11-27,331,159,adult,female,5,0,1,8,15
C-9,3153,invaded,2018-11-27,331,159,adult,female,5,0,1,9,15
C-10,3145,invaded,2018-11-27,331,159,adult,female,4,1,0.8,10,15
C-11,3152,invaded,2018-11-27,331,159,adult,female,5,0,1,11,15
C-12,3148,invaded,2018-11-27,331,159,adult,female,5,0,1,12,15
N-1,3165,native,2018-11-27,331,159,adult,female,2,3,0.4,13,15
N-2,3159,native,2018-11-27,331,159,adult,female,0,5,0,14,15
N-3,3166,native,2018-11-27,331,159,adult,female,2,3,0.4,15,15
N-4,3149,native,2018-11-27,331,159,adult,female,5,0,1,16,15
N-5,3162,native,2018-11-27,331,159,adult,female,0,6,0,17,15
N-6,3155,native,2018-11-27,331,159,adult,female,0,5,0,18,15
N-7,3157,native,2018-11-27,331,159,adult,female,0,5,0,19,15
N-8,3160,native,2018-11-27,331,159,adult,female,5,0,1,20,15
N-9,3163,native,2018-11-27,331,159,adult,female,1,4,0.2,21,15
N-10,3164,native,2018-11-27,331,159,adult,female,1,4,0.2,22,15
N-11,3150,native,2018-11-27,331,159,adult,female,0,5,0,23,15
N-12,3158,native,2018-11-27,331,159,adult,female,5,0,1,24,15
C-1,3161,invaded,2018-12-13,347,175,adult,female,5,0,1,1,16
C-2,3147,invaded,2018-12-13,347,175,adult,female,5,0,1,2,16
C-3,3144,invaded,2018-12-13,347,175,adult,female,5,0,1,3,16
C-4,3156,invaded,2018-12-13,347,175,adult,female,5,0,1,4,16
C-5,3154,invaded,2018-12-13,347,175,adult,female,5,0,1,5,16
C-6,3143,invaded,2018-12-13,347,175,adult,female,4,1,0.8,6,16
C-7,3146,invaded,2018-12-13,347,175,adult,female,4,1,0.8,7,16
C-8,3151,invaded,2018-12-13,347,175,adult,female,5,0,1,8,16
C-9,3153,invaded,2018-12-13,347,175,adult,female,5,0,1,9,16
C-10,3145,invaded,2018-12-13,347,175,adult,female,4,1,0.8,10,16
C-11,3152,invaded,2018-12-13,347,175,adult,female,5,0,1,11,16
C-12,3148,invaded,2018-12-13,347,175,adult,female,5,0,1,12,16
N-1,3165,native,2018-12-13,347,175,adult,female,2,3,0.4,13,16
N-2,3159,native,2018-12-13,347,175,adult,female,0,5,0,14,16
N-3,3166,native,2018-12-13,347,175,adult,female,2,3,0.4,15,16
N-4,3149,native,2018-12-13,347,175,adult,female,5,0,1,16,16
N-5,3162,native,2018-12-13,347,175,adult,female,0,6,0,17,16
N-6,3155,native,2018-12-13,347,175,adult,female,0,5,0,18,16
N-7,3157,native,2018-12-13,347,175,adult,female,0,5,0,19,16
N-8,3160,native,2018-12-13,347,175,adult,female,5,0,1,20,16
N-9,3163,native,2018-12-13,347,175,adult,female,1,4,0.2,21,16
N-10,3164,native,2018-12-13,347,175,adult,female,1,4,0.2,22,16
N-11,3150,native,2018-12-13,347,175,adult,female,0,5,0,23,16
N-12,3158,native,2018-12-13,347,175,adult,female,4,1,0.8,24,16
C-1,3161,invaded,2019-01-09,374,202,adult,female,5,0,1,1,17
C-2,3147,invaded,2019-01-09,374,202,adult,female,5,0,1,2,17
C-3,3144,invaded,2019-01-09,374,202,adult,female,5,0,1,3,17
C-4,3156,invaded,2019-01-09,374,202,adult,female,5,0,1,4,17
C-5,3154,invaded,2019-01-09,374,202,adult,female,5,0,1,5,17
C-6,3143,invaded,2019-01-09,374,202,adult,female,3,2,0.6,6,17
C-7,3146,invaded,2019-01-09,374,202,adult,female,4,1,0.8,7,17
C-8,3151,invaded,2019-01-09,374,202,adult,female,5,0,1,8,17
C-9,3153,invaded,2019-01-09,374,202,adult,female,5,0,1,9,17
C-10,3145,invaded,2019-01-09,374,202,adult,female,4,1,0.8,10,17
C-11,3152,invaded,2019-01-09,374,202,adult,female,5,0,1,11,17
C-12,3148,invaded,2019-01-09,374,202,adult,female,5,0,1,12,17
N-1,3165,native,2019-01-09,374,202,adult,female,2,3,0.4,13,17
N-2,3159,native,2019-01-09,374,202,adult,female,0,5,0,14,17
N-3,3166,native,2019-01-09,374,202,adult,female,2,3,0.4,15,17
N-4,3149,native,2019-01-09,374,202,adult,female,5,0,1,16,17
N-5,3162,native,2019-01-09,374,202,adult,female,0,6,0,17,17
N-6,3155,native,2019-01-09,374,202,adult,female,0,5,0,18,17
N-7,3157,native,2019-01-09,374,202,adult,female,0,5,0,19,17
N-8,3160,native,2019-01-09,374,202,adult,female,5,0,1,20,17
N-9,3163,native,2019-01-09,374,202,adult,female,1,4,0.2,21,17
N-10,3164,native,2019-01-09,374,202,adult,female,1,4,0.2,22,17
N-11,3150,native,2019-01-09,374,202,adult,female,0,5,0,23,17
N-12,3158,native,2019-01-09,374,202,adult,female,4,1,0.8,24,17
C-1,3161,invaded,2019-01-23,388,216,adult,female,5,0,1,1,18
C-2,3147,invaded,2019-01-23,388,216,adult,female,5,0,1,2,18
C-3,3144,invaded,2019-01-23,388,216,adult,female,5,0,1,3,18
C-4,3156,invaded,2019-01-23,388,216,adult,female,5,0,1,4,18
C-5,3154,invaded,2019-01-23,388,216,adult,female,5,0,1,5,18
C-6,3143,invaded,2019-01-23,388,216,adult,female,3,2,0.6,6,18
C-7,3146,invaded,2019-01-23,388,216,adult,female,4,1,0.8,7,18
C-8,3151,invaded,2019-01-23,388,216,adult,female,5,0,1,8,18
C-9,3153,invaded,2019-01-23,388,216,adult,female,5,0,1,9,18
C-10,3145,invaded,2019-01-23,388,216,adult,female,3,2,0.6,10,18
C-11,3152,invaded,2019-01-23,388,216,adult,female,1,4,0.2,11,18
C-12,3148,invaded,2019-01-23,388,216,adult,female,5,0,1,12,18
N-1,3165,native,2019-01-23,388,216,adult,female,0,5,0,13,18
N-2,3159,native,2019-01-23,388,216,adult,female,0,5,0,14,18
N-3,3166,native,2019-01-23,388,216,adult,female,1,4,0.2,15,18
N-4,3149,native,2019-01-23,388,216,adult,female,1,4,0.2,16,18
N-5,3162,native,2019-01-23,388,216,adult,female,0,6,0,17,18
N-6,3155,native,2019-01-23,388,216,adult,female,0,5,0,18,18
N-7,3157,native,2019-01-23,388,216,adult,female,0,5,0,19,18
N-8,3160,native,2019-01-23,388,216,adult,female,2,3,0.4,20,18
N-9,3163,native,2019-01-23,388,216,adult,female,1,4,0.2,21,18
N-10,3164,native,2019-01-23,388,216,adult,female,0,5,0,22,18
N-11,3150,native,2019-01-23,388,216,adult,female,0,5,0,23,18
N-12,3158,native,2019-01-23,388,216,adult,female,0,5,0,24,18
C-1,3161,invaded,2018-06-21,172,0,adult,male,5,0,1,1,1
C-2,3147,invaded,2018-06-21,172,0,adult,male,5,0,1,2,1
C-3,3144,invaded,2018-06-21,172,0,adult,male,5,0,1,3,1
C-4,3156,invaded,2018-06-21,172,0,adult,male,5,0,1,4,1
C-5,3154,invaded,2018-06-21,172,0,adult,male,5,0,1,5,1
C-6,3143,invaded,2018-06-21,172,0,adult,male,5,0,1,6,1
C-7,3146,invaded,2018-06-21,172,0,adult,male,5,0,1,7,1
C-8,3151,invaded,2018-06-21,172,0,adult,male,5,0,1,8,1
C-9,3153,invaded,2018-06-21,172,0,adult,male,5,0,1,9,1
C-10,3145,invaded,2018-06-21,172,0,adult,male,5,0,1,10,1
C-11,3152,invaded,2018-06-21,172,0,adult,male,5,0,1,11,1
C-12,3148,invaded,2018-06-21,172,0,adult,male,5,0,1,12,1
N-1,3165,native,2018-06-21,172,0,adult,male,5,0,1,13,1
N-2,3159,native,2018-06-21,172,0,adult,male,5,0,1,14,1
N-3,3166,native,2018-06-21,172,0,adult,male,5,0,1,15,1
N-4,3149,native,2018-06-21,172,0,adult,male,5,0,1,16,1
N-5,3162,native,2018-06-21,172,0,adult,male,4,0,1,17,1
N-6,3155,native,2018-06-21,172,0,adult,male,5,0,1,18,1
N-7,3157,native,2018-06-21,172,0,adult,male,5,0,1,19,1
N-8,3160,native,2018-06-21,172,0,adult,male,5,0,1,20,1
N-9,3163,native,2018-06-21,172,0,adult,male,5,0,1,21,1
N-10,3164,native,2018-06-21,172,0,adult,male,5,0,1,22,1
N-11,3150,native,2018-06-21,172,0,adult,male,5,0,1,23,1
N-12,3158,native,2018-06-21,172,0,adult,male,5,0,1,24,1
C-1,3161,invaded,2018-07-02,183,11,adult,male,5,0,1,1,2
C-2,3147,invaded,2018-07-02,183,11,adult,male,5,0,1,2,2
C-3,3144,invaded,2018-07-02,183,11,adult,male,5,0,1,3,2
C-4,3156,invaded,2018-07-02,183,11,adult,male,5,0,1,4,2
C-5,3154,invaded,2018-07-02,183,11,adult,male,5,0,1,5,2
C-6,3143,invaded,2018-07-02,183,11,adult,male,4,1,0.8,6,2
C-7,3146,invaded,2018-07-02,183,11,adult,male,5,0,1,7,2
C-8,3151,invaded,2018-07-02,183,11,adult,male,5,0,1,8,2
C-9,3153,invaded,2018-07-02,183,11,adult,male,5,0,1,9,2
C-10,3145,invaded,2018-07-02,183,11,adult,male,5,0,1,10,2
C-11,3152,invaded,2018-07-02,183,11,adult,male,5,0,1,11,2
C-12,3148,invaded,2018-07-02,183,11,adult,male,5,0,1,12,2
N-1,3165,native,2018-07-02,183,11,adult,male,5,0,1,13,2
N-2,3159,native,2018-07-02,183,11,adult,male,5,0,1,14,2
N-3,3166,native,2018-07-02,183,11,adult,male,5,0,1,15,2
N-4,3149,native,2018-07-02,183,11,adult,male,5,0,1,16,2
N-5,3162,native,2018-07-02,183,11,adult,male,2,2,0.5,17,2
N-6,3155,native,2018-07-02,183,11,adult,male,1,4,0.2,18,2
N-7,3157,native,2018-07-02,183,11,adult,male,5,0,1,19,2
N-8,3160,native,2018-07-02,183,11,adult,male,5,0,1,20,2
N-9,3163,native,2018-07-02,183,11,adult,male,5,0,1,21,2
N-10,3164,native,2018-07-02,183,11,adult,male,5,0,1,22,2
N-11,3150,native,2018-07-02,183,11,adult,male,5,0,1,23,2
N-12,3158,native,2018-07-02,183,11,adult,male,5,0,1,24,2
C-1,3161,invaded,2018-07-06,187,15,adult,male,5,0,1,1,3
C-2,3147,invaded,2018-07-06,187,15,adult,male,5,0,1,2,3
C-3,3144,invaded,2018-07-06,187,15,adult,male,5,0,1,3,3
C-4,3156,invaded,2018-07-06,187,15,adult,male,5,0,1,4,3
C-5,3154,invaded,2018-07-06,187,15,adult,male,5,0,1,5,3
C-6,3143,invaded,2018-07-06,187,15,adult,male,4,1,0.8,6,3
C-7,3146,invaded,2018-07-06,187,15,adult,male,5,0,1,7,3
C-8,3151,invaded,2018-07-06,187,15,adult,male,5,0,1,8,3
C-9,3153,invaded,2018-07-06,187,15,adult,male,5,0,1,9,3
C-10,3145,invaded,2018-07-06,187,15,adult,male,5,0,1,10,3
C-11,3152,invaded,2018-07-06,187,15,adult,male,5,0,1,11,3
C-12,3148,invaded,2018-07-06,187,15,adult,male,5,0,1,12,3
N-1,3165,native,2018-07-06,187,15,adult,male,5,0,1,13,3
N-2,3159,native,2018-07-06,187,15,adult,male,5,0,1,14,3
N-3,3166,native,2018-07-06,187,15,adult,male,5,0,1,15,3
N-4,3149,native,2018-07-06,187,15,adult,male,4,0,1,16,3
N-5,3162,native,2018-07-06,187,15,adult,male,2,2,0.5,17,3
N-6,3155,native,2018-07-06,187,15,adult,male,0,5,0,18,3
N-7,3157,native,2018-07-06,187,15,adult,male,5,0,1,19,3
N-8,3160,native,2018-07-06,187,15,adult,male,5,0,1,20,3
N-9,3163,native,2018-07-06,187,15,adult,male,5,0,1,21,3
N-10,3164,native,2018-07-06,187,15,adult,male,5,0,1,22,3
N-11,3150,native,2018-07-06,187,15,adult,male,5,0,1,23,3
N-12,3158,native,2018-07-06,187,15,adult,male,5,0,1,24,3
N-1,3165,native,2018-07-16,197,25,adult,male,5,0,1,13,4
N-2,3159,native,2018-07-16,197,25,adult,male,5,0,1,14,4
N-3,3166,native,2018-07-16,197,25,adult,male,5,0,1,15,4
N-4,3149,native,2018-07-16,197,25,adult,male,4,0,1,16,4
N-5,3162,native,2018-07-16,197,25,adult,male,2,2,0.5,17,4
N-6,3155,native,2018-07-16,197,25,adult,male,0,4,0,18,4
N-7,3157,native,2018-07-16,197,25,adult,male,5,0,1,19,4
N-8,3160,native,2018-07-16,197,25,adult,male,5,0,1,20,4
N-9,3163,native,2018-07-16,197,25,adult,male,4,1,0.8,21,4
N-10,3164,native,2018-07-16,197,25,adult,male,5,0,1,22,4
N-11,3150,native,2018-07-16,197,25,adult,male,5,0,1,23,4
N-12,3158,native,2018-07-16,197,25,adult,male,5,0,1,24,4
C-1,3161,invaded,2018-07-16,197,25,adult,male,5,0,1,1,4
C-2,3147,invaded,2018-07-16,197,25,adult,male,5,0,1,2,4
C-3,3144,invaded,2018-07-16,197,25,adult,male,5,0,1,3,4
C-4,3156,invaded,2018-07-16,197,25,adult,male,5,0,1,4,4
C-5,3154,invaded,2018-07-16,197,25,adult,male,5,0,1,5,4
C-6,3143,invaded,2018-07-16,197,25,adult,male,4,1,0.8,6,4
C-7,3146,invaded,2018-07-16,197,25,adult,male,5,0,1,7,4
C-8,3151,invaded,2018-07-16,197,25,adult,male,5,0,1,8,4
C-9,3153,invaded,2018-07-16,197,25,adult,male,5,0,1,9,4
C-10,3145,invaded,2018-07-16,197,25,adult,male,5,0,1,10,4
C-11,3152,invaded,2018-07-16,197,25,adult,male,5,0,1,11,4
C-12,3148,invaded,2018-07-16,197,25,adult,male,5,0,1,12,4
N-1,3165,native,2018-07-23,204,32,adult,male,5,0,1,13,5
N-2,3159,native,2018-07-23,204,32,adult,male,5,0,1,14,5
N-3,3166,native,2018-07-23,204,32,adult,male,5,0,1,15,5
N-4,3149,native,2018-07-23,204,32,adult,male,4,0,1,16,5
N-5,3162,native,2018-07-23,204,32,adult,male,2,2,0.5,17,5
N-6,3155,native,2018-07-23,204,32,adult,male,0,5,0,18,5
N-7,3157,native,2018-07-23,204,32,adult,male,5,0,1,19,5
N-8,3160,native,2018-07-23,204,32,adult,male,5,0,1,20,5
N-9,3163,native,2018-07-23,204,32,adult,male,4,1,0.8,21,5
N-10,3164,native,2018-07-23,204,32,adult,male,5,0,1,22,5
N-11,3150,native,2018-07-23,204,32,adult,male,5,0,1,23,5
N-12,3158,native,2018-07-23,204,32,adult,male,4,1,0.8,24,5
C-1,3161,invaded,2018-07-23,204,32,adult,male,5,0,1,1,5
C-2,3147,invaded,2018-07-23,204,32,adult,male,5,0,1,2,5
C-3,3144,invaded,2018-07-23,204,32,adult,male,5,0,1,3,5
C-4,3156,invaded,2018-07-23,204,32,adult,male,5,0,1,4,5
C-5,3154,invaded,2018-07-23,204,32,adult,male,5,0,1,5,5
C-6,3143,invaded,2018-07-23,204,32,adult,male,4,1,0.8,6,5
C-7,3146,invaded,2018-07-23,204,32,adult,male,5,0,1,7,5
C-8,3151,invaded,2018-07-23,204,32,adult,male,5,0,1,8,5
C-9,3153,invaded,2018-07-23,204,32,adult,male,5,0,1,9,5
C-10,3145,invaded,2018-07-23,204,32,adult,male,4,1,0.8,10,5
C-11,3152,invaded,2018-07-23,204,32,adult,male,5,0,1,11,5
C-12,3148,invaded,2018-07-23,204,32,adult,male,5,0,1,12,5
N-1,3165,native,2018-07-30,211,39,adult,male,5,0,1,13,6
N-2,3159,native,2018-07-30,211,39,adult,male,5,0,1,14,6
N-3,3166,native,2018-07-30,211,39,adult,male,5,0,1,15,6
N-4,3149,native,2018-07-30,211,39,adult,male,4,0,1,16,6
N-5,3162,native,2018-07-30,211,39,adult,male,1,3,0.25,17,6
N-6,3155,native,2018-07-30,211,39,adult,male,0,5,0,18,6
N-7,3157,native,2018-07-30,211,39,adult,male,5,0,1,19,6
N-8,3160,native,2018-07-30,211,39,adult,male,5,0,1,20,6
N-9,3163,native,2018-07-30,211,39,adult,male,4,1,0.8,21,6
N-10,3164,native,2018-07-30,211,39,adult,male,5,0,1,22,6
N-11,3150,native,2018-07-30,211,39,adult,male,5,0,1,23,6
N-12,3158,native,2018-07-30,211,39,adult,male,4,1,0.8,24,6
C-1,3161,invaded,2018-07-30,211,39,adult,male,5,0,1,1,6
C-2,3147,invaded,2018-07-30,211,39,adult,male,5,0,1,2,6
C-3,3144,invaded,2018-07-30,211,39,adult,male,5,0,1,3,6
C-4,3156,invaded,2018-07-30,211,39,adult,male,5,0,1,4,6
C-5,3154,invaded,2018-07-30,211,39,adult,male,5,0,1,5,6
C-6,3143,invaded,2018-07-30,211,39,adult,male,4,1,0.8,6,6
C-7,3146,invaded,2018-07-30,211,39,adult,male,5,0,1,7,6
C-8,3151,invaded,2018-07-30,211,39,adult,male,5,0,1,8,6
C-9,3153,invaded,2018-07-30,211,39,adult,male,5,0,1,9,6
C-10,3145,invaded,2018-07-30,211,39,adult,male,4,1,0.8,10,6
C-11,3152,invaded,2018-07-30,211,39,adult,male,5,0,1,11,6
C-12,3148,invaded,2018-07-30,211,39,adult,male,5,0,1,12,6
C-1,3161,invaded,2018-08-15,227,55,adult,male,5,0,1,1,7
C-2,3147,invaded,2018-08-15,227,55,adult,male,5,0,1,2,7
C-3,3144,invaded,2018-08-15,227,55,adult,male,5,0,1,3,7
C-4,3156,invaded,2018-08-15,227,55,adult,male,5,0,1,4,7
C-5,3154,invaded,2018-08-15,227,55,adult,male,5,0,1,5,7
C-6,3143,invaded,2018-08-15,227,55,adult,male,4,1,0.8,6,7
C-7,3146,invaded,2018-08-15,227,55,adult,male,5,0,1,7,7
C-8,3151,invaded,2018-08-15,227,55,adult,male,5,0,1,8,7
C-9,3153,invaded,2018-08-15,227,55,adult,male,5,0,1,9,7
C-10,3145,invaded,2018-08-15,227,55,adult,male,4,1,0.8,10,7
C-11,3152,invaded,2018-08-15,227,55,adult,male,5,0,1,11,7
C-12,3148,invaded,2018-08-15,227,55,adult,male,5,0,1,12,7
N-1,3165,native,2018-08-15,227,55,adult,male,5,0,1,13,7
N-2,3159,native,2018-08-15,227,55,adult,male,5,0,1,14,7
N-3,3166,native,2018-08-15,227,55,adult,male,5,0,1,15,7
N-4,3149,native,2018-08-15,227,55,adult,male,4,0,1,16,7
N-5,3162,native,2018-08-15,227,55,adult,male,1,3,0.25,17,7
N-6,3155,native,2018-08-15,227,55,adult,male,0,5,0,18,7
N-7,3157,native,2018-08-15,227,55,adult,male,5,0,1,19,7
N-8,3160,native,2018-08-15,227,55,adult,male,5,0,1,20,7
N-9,3163,native,2018-08-15,227,55,adult,male,4,1,0.8,21,7
N-10,3164,native,2018-08-15,227,55,adult,male,5,0,1,22,7
N-11,3150,native,2018-08-15,227,55,adult,male,4,1,0.8,23,7
N-12,3158,native,2018-08-15,227,55,adult,male,4,1,0.8,24,7
C-1,3161,invaded,2018-08-27,240,67,adult,male,5,0,1,1,8
C-2,3147,invaded,2018-08-27,240,67,adult,male,5,0,1,2,8
C-3,3144,invaded,2018-08-27,240,67,adult,male,5,0,1,3,8
C-4,3156,invaded,2018-08-27,240,67,adult,male,5,0,1,4,8
C-5,3154,invaded,2018-08-27,240,67,adult,male,5,0,1,5,8
C-6,3143,invaded,2018-08-27,240,67,adult,male,4,1,0.8,6,8
C-7,3146,invaded,2018-08-27,240,67,adult,male,5,0,1,7,8
C-8,3151,invaded,2018-08-27,240,67,adult,male,5,0,1,8,8
C-9,3153,invaded,2018-08-27,240,67,adult,male,5,0,1,9,8
C-10,3145,invaded,2018-08-27,240,67,adult,male,4,1,0.8,10,8
C-11,3152,invaded,2018-08-27,240,67,adult,male,5,0,1,11,8
C-12,3148,invaded,2018-08-27,240,67,adult,male,5,0,1,12,8
N-1,3165,native,2018-08-27,240,67,adult,male,4,1,0.8,13,8
N-2,3159,native,2018-08-27,240,67,adult,male,5,0,1,14,8
N-3,3166,native,2018-08-27,240,67,adult,male,5,0,1,15,8
N-4,3149,native,2018-08-27,240,67,adult,male,4,0,1,16,8
N-5,3162,native,2018-08-27,240,67,adult,male,1,3,0.25,17,8
N-6,3155,native,2018-08-27,240,67,adult,male,0,5,0,18,8
N-7,3157,native,2018-08-27,240,67,adult,male,5,0,1,19,8
N-8,3160,native,2018-08-27,240,67,adult,male,5,0,1,20,8
N-9,3163,native,2018-08-27,240,67,adult,male,4,1,0.8,21,8
N-10,3164,native,2018-08-27,240,67,adult,male,5,0,1,22,8
N-11,3150,native,2018-08-27,240,67,adult,male,3,2,0.6,23,8
N-12,3158,native,2018-08-27,240,67,adult,male,4,1,0.8,24,8
C-1,3161,invaded,2018-09-06,249,77,adult,male,5,0,1,1,9
C-2,3147,invaded,2018-09-06,249,77,adult,male,5,0,1,2,9
C-3,3144,invaded,2018-09-06,249,77,adult,male,5,0,1,3,9
C-4,3156,invaded,2018-09-06,249,77,adult,male,5,0,1,4,9
C-5,3154,invaded,2018-09-06,249,77,adult,male,5,0,1,5,9
C-6,3143,invaded,2018-09-06,249,77,adult,male,4,1,0.8,6,9
C-7,3146,invaded,2018-09-06,249,77,adult,male,5,0,1,7,9
C-8,3151,invaded,2018-09-06,249,77,adult,male,5,0,1,8,9
C-9,3153,invaded,2018-09-06,249,77,adult,male,5,0,1,9,9
C-10,3145,invaded,2018-09-06,249,77,adult,male,4,1,0.8,10,9
C-11,3152,invaded,2018-09-06,249,77,adult,male,5,0,1,11,9
C-12,3148,invaded,2018-09-06,249,77,adult,male,5,0,1,12,9
N-1,3165,native,2018-09-06,249,77,adult,male,4,1,0.8,13,9
N-2,3159,native,2018-09-06,249,77,adult,male,5,0,1,14,9
N-3,3166,native,2018-09-06,249,77,adult,male,5,0,1,15,9
N-4,3149,native,2018-09-06,249,77,adult,male,4,0,1,16,9
N-5,3162,native,2018-09-06,249,77,adult,male,1,3,0.25,17,9
N-6,3155,native,2018-09-06,249,77,adult,male,0,5,0,18,9
N-7,3157,native,2018-09-06,249,77,adult,male,5,0,1,19,9
N-8,3160,native,2018-09-06,249,77,adult,male,5,0,1,20,9
N-9,3163,native,2018-09-06,249,77,adult,male,4,1,0.8,21,9
N-10,3164,native,2018-09-06,249,77,adult,male,5,0,1,22,9
N-11,3150,native,2018-09-06,249,77,adult,male,3,2,0.6,23,9
N-12,3158,native,2018-09-06,249,77,adult,male,4,1,0.8,24,9
C-1,3161,invaded,2018-09-18,261,89,adult,male,5,0,1,1,10
C-2,3147,invaded,2018-09-18,261,89,adult,male,5,0,1,2,10
C-3,3144,invaded,2018-09-18,261,89,adult,male,5,0,1,3,10
C-4,3156,invaded,2018-09-18,261,89,adult,male,5,0,1,4,10
C-5,3154,invaded,2018-09-18,261,89,adult,male,5,0,1,5,10
C-6,3143,invaded,2018-09-18,261,89,adult,male,4,1,0.8,6,10
C-7,3146,invaded,2018-09-18,261,89,adult,male,5,0,1,7,10
C-8,3151,invaded,2018-09-18,261,89,adult,male,5,0,1,8,10
C-9,3153,invaded,2018-09-18,261,89,adult,male,5,0,1,9,10
C-10,3145,invaded,2018-09-18,261,89,adult,male,3,2,0.6,10,10
C-11,3152,invaded,2018-09-18,261,89,adult,male,5,0,1,11,10
C-12,3148,invaded,2018-09-18,261,89,adult,male,5,0,1,12,10
N-1,3165,native,2018-09-18,261,89,adult,male,4,1,0.8,13,10
N-2,3159,native,2018-09-18,261,89,adult,male,5,0,1,14,10
N-3,3166,native,2018-09-18,261,89,adult,male,5,0,1,15,10
N-4,3149,native,2018-09-18,261,89,adult,male,4,0,1,16,10
N-5,3162,native,2018-09-18,261,89,adult,male,1,3,0.25,17,10
N-6,3155,native,2018-09-18,261,89,adult,male,0,5,0,18,10
